the_geom,PHYSICALID,OBJECTID,STNAME_LAB,BOROUGHCOD,SEGMENTLEN,B5SC,BPHYS_ID,PlntSeas
"LINESTRING (-73.94226311105817 40.80641573786752, -73.94384075093232 40.807080812150375, -73.9453978839816 40.80773720666137)",19419,18762,W 125 ST,1,992.42457465,136270,119419,Spring11
"LINESTRING (-73.95448438016264 40.82072679938888, -73.95458509643996 40.820769224559214, -73.95468332201793 40.820810460907886)",19474,18816,W 136 ST,1,62.93654736,136490,119474,Spring12
"LINESTRING (-73.95174483561925 40.81957261697568, -73.95448438134859 40.82072679848883)",19475,18817,W 136 ST,1,867.05163575,136490,119475,Spring12
"LINESTRING (-73.95468332320328 40.82081046090834, -73.95674483948362 40.821684887041)",19476,18818,W 136 ST,1,653.49623544,136490,119476,Fall12
"LINESTRING (-73.95674483948362 40.821684887041, -73.95679637749988 40.821706735288664, -73.95684232681099 40.82173537926675)",19477,18819,W 136 ST,1,32.78664342,136490,119477,Fall12
"LINESTRING (-73.94435789496086 40.779761092222024, -73.94419493023754 40.78012779064963)",19488,18829,YORK AV,1,141.01796829,145590,119488,Spring09
"LINESTRING (-73.95470085127602 40.765545366380366, -73.95424809826612 40.76616536458614)",19500,18841,YORK AV,1,258.36697413,145590,119500,Fall09
"LINESTRING (-73.95926369617193 40.759284665020736, -73.95880955467086 40.75991278574461)",19510,18851,YORK AV,1,261.14880181,145590,119510,Spring13
"LINESTRING (-73.95695607057453 40.76649343512688, -73.95470085127602 40.765545366380366)",19526,18866,E 70 ST,1,713.84337708,118390,119526,Spring15
"LINESTRING (-73.95931804962028 40.767494014697164, -73.9575187291855 40.76673179572448, -73.95737350751791 40.76667027549351, -73.95695606939016 40.766493435126435)",19529,18869,E 70 ST,1,748.9767611,118390,119529,Spring15
"LINESTRING (-73.95608218645667 40.778814130681376, -73.95448224191584 40.778138664382425)",19537,18876,E 85 ST,1,506.86384553,118690,119537,Fall09
"LINESTRING (-73.95451229642326 40.810686601960626, -73.95428809845404 40.810992231362)",19546,18885,MORNINGSIDE AV,1,127.47935375,126490,119546,Spring12
"LINESTRING (-73.95354383051296 40.812050820919154, -73.95312854423105 40.812691608049356)",19548,18887,MORNINGSIDE AV,1,260.22965169,126490,119548,Fall12
"LINESTRING (-73.95496657194577 40.810064554338744, -73.95451229642326 40.810686601960626)",19549,18888,MORNINGSIDE AV,1,259.18505232,126490,119549,Spring12
"LINESTRING (-73.95680543908732 40.80754570956263, -73.95634493673775 40.80817335440554)",19553,18892,MORNINGSIDE AV,1,261.80727645,126490,119553,Fall12
"LINESTRING (-73.95825482625176 40.80471387801355, -73.95818167365304 40.80559679120677)",19557,18896,MORNINGSIDE AV,1,322.31304599,126490,119557,Fall12
"LINESTRING (-73.95820300785722 40.80389427129176, -73.95825482625176 40.80471387801355)",19558,18897,MORNINGSIDE AV,1,298.95626463,126490,119558,Fall12
"LINESTRING (-73.95325927622989 40.78268235034306, -73.95165920754343 40.782007674586076)",19561,18900,E 91 ST,1,506.73176603,118810,119561,Spring09
"LINESTRING (-73.94704921881717 40.780064346400074, -73.9447750476836 40.77914507291576)",19563,18902,E 91 ST,1,713.34457114,118810,119563,Spring09
"LINESTRING (-73.94833840753867 40.803984761917626, -73.95103526624355 40.805121278650624)",19573,18910,W 119 ST,1,853.75021762,136150,119573,Fall09
"LINESTRING (-73.95118264527333 40.80518348456061, -73.95280730336549 40.805870214885545)",19574,18911,W 119 ST,1,514.68082358,136150,119574,Fall12
"LINESTRING (-73.95280730336549 40.805870214885545, -73.95395687069113 40.80635331988211)",19575,18912,W 119 ST,1,363.67641738,136150,119575,Spring10
"LINESTRING (-73.9481850985296 40.80392013635532, -73.94827301334225 40.80395720524669, -73.94833840753867 40.803984761917626)",19578,18915,W 119 ST,1,48.53686088,136150,119578,Fall09
"LINESTRING (-73.94505127849597 40.80259859885965, -73.94782438938772 40.80376803250319, -73.94795129844658 40.80382154798306, -73.9481850985296 40.80392013635532)",19579,18916,W 119 ST,1,992.2493686,136150,119579,Fall13
"LINESTRING (-73.94814678269044 40.789684794445314, -73.94655555387304 40.78899620108234)",19580,18917,E 102 ST,1,507.04130688,119010,119580,Spring09
"LINESTRING (-73.94963463027638 40.79031439905992, -73.94814678269044 40.789684794445314)",19581,18918,E 102 ST,1,471.54857181,119010,119581,Spring09
"LINESTRING (-73.94976572345311 40.79037129587484, -73.94963463027638 40.79031439905992)",19585,18922,E 102 ST,1,41.80217675,119010,119585,Spring09
"LINESTRING (-73.94989465074772 40.79042537303142, -73.94976572345311 40.79037129587484)",19586,18923,E 102 ST,1,40.77629105,119010,119586,Spring09
"LINESTRING (-73.9513712074817 40.79104909787897, -73.95128757212132 40.79101377014273, -73.95089308708424 40.79084713440022, -73.95082431959023 40.79081808644802, -73.9505561449421 40.790704804902106, -73.95047303634557 40.790669698321686, -73.94989465074772 40.79042537303142)",19587,18924,E 102 ST,1,467.77102353,119010,119587,Spring09
"LINESTRING (-73.95297740582308 40.79171969263192, -73.95137120866652 40.79104909787947)",19588,18925,E 102 ST,1,507.44617296,119010,119588,Spring09
"LINESTRING (-73.94973164938436 40.817922998068994, -73.95087990704877 40.818394429297086)",19592,18928,W 135 ST,1,361.26766893,136470,119592,Fall12
"LINESTRING (-73.95087990704877 40.818394429297086, -73.95219973130736 40.81895024819804)",19593,18929,W 135 ST,1,417.68411336,136470,119593,Fall12
"LINESTRING (-73.95219973130736 40.81895024819804, -73.95496225615416 40.82005038021515)",19594,18930,W 135 ST,1,863.30869894,136470,119594,Spring11
"LINESTRING (-73.95507675322698 40.82009716964573, -73.9552428811784 40.82016643739349)",19596,18932,W 135 ST,1,52.45143937,136470,119596,Spring12
"LINESTRING (-73.9552428811784 40.82016643739349, -73.95588258840672 40.82044121823839, -73.95752338629141 40.82114338304924)",19597,18933,W 135 ST,1,724.63743061,136470,119597,Spring12
"LINESTRING (-73.94361930264127 40.81527267785147, -73.94369913620022 40.81530637834561, -73.94378368685284 40.815341899187935)",19599,18935,W 135 ST,1,52.0235364,136470,119599,Fall12
"LINESTRING (-73.94077895292227 40.81407352146782, -73.94085555020752 40.814105942669876, -73.94092768094215 40.81413638854284)",19601,18936,W 135 ST,1,47.1116655,136470,119601,Fall12
"LINESTRING (-73.93932481535882 40.81345795890545, -73.94077895292308 40.81407352056729)",19602,18937,W 135 ST,1,460.7786851,136470,119602,Spring09
